,Top_1_name,Predictions
Gas_metal_arc_welding,australia,Australia
Gas_tungsten_arc_welding,australia,Australia
Gas_turbine-electric_locomotive,united states,United States
Gaur,india,India
Gauss%27s_law,afghanistan,Afghanistan
Gautama_Buddha,nepal,Nepal
Gaza_Strip,,Palestine
Gazelle,south africa,South Africa
GDRT,ethiopia,Ethiopia
Gender,,
Genealogy,australia,Australia
General_Pershing_Zephyr,united states,United States
Genetics,afghanistan,Afghanistan
Genetic_code,afghanistan,Afghanistan
Geneva,switzerland,Switzerland
Genghis_Khan,mongolia,Mongolia
Genoa,italy,Italy
Gentoo_penguin,afghanistan,Afghanistan
Geography,india,India.
Geography_of_Africa,south africa,South Africa
Geography_of_India,india,India.
Geography_of_Ireland,ireland,Ireland
Geography_of_Texas,united states,United States
Geology,,England
Geology_of_Dorset,,England
Geology_of_the_Grand_Canyon_area,united states,United States
Geometry,afghanistan,Afghanistan
Georgetown%2C_Guyana,guyana,Guyana
George_Byron%2C_6th_Baron_Byron,united kingdom,United Kingdom
George_Eliot,united kingdom,United Kingdom
George_Fox,,England
George_H._W._Bush,united states,United States
George_Herbert,,Wales
George_III_of_the_United_Kingdom,united kingdom,United Kingdom
George_II_of_Great_Britain,united kingdom,United Kingdom
George_IV_of_the_United_Kingdom,united kingdom,United Kingdom
George_I_of_Great_Britain,germany,Germany
George_Thomas_Coker,united states,United States
George_VI_of_the_United_Kingdom,united kingdom,United Kingdom
George_V_of_the_United_Kingdom,united kingdom,United Kingdom
George_W._Bush,united states,United States
George_Washington,united states,United States
Georgia_%28country%29,georgia,Georgia
Georg_Cantor,germany,Germany
Georg_Forster,germany,Germany
Georg_von_Boeselager,poland,Poland
Gerald_Durrell,jersey,Jersey
Gerald_Ford,united states,United States
Germanium,germany,Germany
Germany,germany,Germany
German_Crusade%2C_1096,germany,Germany
German_language,germany,Germany
German_reunification,germany,Germany
Gettysburg_Address,united states,United States
Ghana,ghana,Ghana
Ghost_Dance,united states,United States
Giant%27s_Causeway,ireland,Ireland
Giant_Eland,senegal,Senegal
Giant_Hogweed,afghanistan,Afghanistan
Giant_Panda,china,China
Gibraltar,gibraltar,Gibraltar
Giganotosaurus,argentina,Argentina
Gilles_Villeneuve,canada,Canada
Giraffe,south africa,South Africa
Giuseppe_Verdi,italy,Italy
Giza_pyramid_complex,egypt,Egypt
Glacier,switzerland,Switzerland
Glacier_National_Park_%28US%29,united states,United States
Glaciology,switzerland,Switzerland
Glasgow,,Scotland
Glass,italy,Italy
Glasses,united states,United States
Glastonbury_Festival,united kingdom,United Kingdom
GlaxoSmithKline,united kingdom,United Kingdom
Gliding,australia,Australia
Gliese_876,,
Gliese_876_b,,
Gliese_876_c,,
Gliese_876_d,,
Global,australia,Australia
Globalization,australia,Australia
Global_city,united kingdom,United Kingdom
Global_spread_of_H5N1,china,China
Global_warming,australia,Australia
Globe_Theatre,united kingdom,United Kingdom
Globular_cluster,afghanistan,Afghanistan
Glorious_Revolution,united kingdom,United Kingdom
Glynn_Lunney,united states,United States
Gmail,united states,United States
GNOME,afghanistan,Afghanistan
GNU,united states,United States
GNU_Linux_naming_controversy,afghanistan,Afghanistan
GNU_Project,united states,United States
Goa,india,<India>
God,israel,Israel
Gold%28III%29_chloride,afghanistan,Afghanistan
Gold,united kingdom,United Kingdom
Goldcrest,luxembourg,Luxembourg
Golden_Eagle,afghanistan,Afghanistan
Golden_Gate_Highlands_National_Park,south africa,South Africa
Goldfish,china,China
Gold_standard,united kingdom,United Kingdom
Goleta%2C_California,united states,United States
Gone_with_the_Wind_%28film%29,united states,United States
Google,united states,United States
Goose,canada,Canada
Gordon_Brown,united kingdom,United Kingdom
Gordon_Griffith,united states,United States
Gorilla,uganda,Uganda
Gossypium,afghanistan,Afghanistan
Gothenburg,sweden,Sweden
Gottfried_Leibniz,germany,Germany
Government,france,France
Government_of_France,france,France
Gowanus_Canal,united states,United States
Go_%28board_game%29,japan,Japan
Grand_Canal_of_China,china,China
Grand_Canyon,united states,United States
Grand_Central_Station_%28Chicago%29,united states,United States
Grand_Central_Terminal,united states,United States
Grand_Forks%2C_North_Dakota,united states,United States
Grand_Slam_%28tennis%29,australia,Australia
Grange_Hill,united kingdom,United Kingdom
Granite,united states,United States
Graniteville_train_disaster,united states,United States
Grape_seed_oil,italy,Italy
Graphic_novel,australia,Australia
Gravitation,afghanistan,Afghanistan
Gray_reef_shark,australia,Australia
Gray_Wolf,canada,Canada
Grease_%28film%29,united states,United States
Greater_Cane_Rat,ghana,Ghana
Great_Auk,afghanistan,Afghanistan
Great_Barrier_Reef,australia,Australia
Great_Black-backed_Gull,afghanistan,Afghanistan
Great_Britain,united kingdom,United Kingdom
Great_Bustard,hungary,Hungary
Great_comet,,
Great_Comet_of_1882,south africa,South Africa
Great_Cormorant,afghanistan,Afghanistan
Great_Crested_Grebe,afghanistan,Afghanistan
Great_hammerhead,australia,Australia
Great_Lakes,united states,United States
Great_Lakes_Storm_of_1913,united states,United States
Great_Moravia,,Czech Republic
Great_Pyramid_of_Giza,egypt,Egypt
Great_Red_Spot,,
Great_Rift_Valley,mozambique,Mozambique
Great_Salt_Lake,,Utah.
Great_Spotted_Woodpecker,poland,Poland
Great_Tit,afghanistan,Afghanistan
Great_Wall_of_China,china,China
Great_white_shark,australia,Australia
Great_Yarmouth,united kingdom,United Kingdom
Greco-Buddhism,afghanistan,Afghanistan
Greece,greece,Greece
Greek_mythology,greece,Greece
Greek_War_of_Independence,greece,Greece
Greenhouse_effect,china,China
Greenland,greenland,Greenland.
Green_Woodpecker,austria,Austria
Gregorian_chant,finland,Finland
Gregor_Mendel,,Czech Republic
Greg_LeMond,united states,United States
Gremlins,united states,United States
Grenada,grenada,Grenada
Grevy%27s_Zebra,kenya,Kenya
Group_%28mathematics%29,afghanistan,Afghanistan
Grover_Cleveland,united states,United States
Guadeloupe,martinique,Martinique
Guam,guam,Guam
Guangzhou,china,China
Guatemala,guatemala,Guatemala
Guernsey,guernsey,Guernsey.
Guglielmo_Marconi,italy,Italy
Guild,india,India
Guinea-Bissau,guinea,Guinea-Bissau
Guinea,south africa,South Africa
Guinness,ireland,Ireland
Guitar,iran,Iran
Gulf_of_Mexico,mexico,Mexico
Gull,russia,Russia
Gunpowder,china,China
Guqin,china,China
Gustavus_Franklin_Swift,united states,United States
Gustav_Holst,,England
Guyana,guyana,Guyana
Gyeongju,south korea,South Korea
Gypsum,australia,Australia
H%C3%A4nsel_und_Gretel,germany,Germany
H.D.,united states,United States
H5N1,china,China
Habsburg_Spain,spain,Spain
Hadrian%27s_Wall,united kingdom,United Kingdom
Haemophilia,united states,United States
Hafnium,afghanistan,Afghanistan
Haiti,haiti,Haiti
Haji_Mohammad_Suharto,indonesia,Indonesia
Halfbeak,australia,Australia
Halloween,ireland,Ireland
Hamburg,germany,Germany
Hamilton-Burr_duel,united states,United States
Hammurabi,,Babylon
Hampshire,united kingdom,United Kingdom
Hampstead_Heath,united kingdom,United Kingdom
Hannibal_Barca,italy,Italy
Hanoi,vietnam,Vietnam
Haraldsk%C3%A6r_Woman,denmark,Denmark
Harald_Maddadsson,norway,Norway
Harare,zimbabwe,Zimbabwe
Hardball_squash,canada,Canada
Harlem_Globetrotters,united states,United States
Harley-Davidson,united states,United States
Harold_Macmillan,united kingdom,United Kingdom
Harold_Wilson,united kingdom,United Kingdom
Harrier_Hawk,south africa,South Africa
Harry_Potter,united kingdom,United Kingdom
Harry_S._Truman,united states,United States
Harvest,germany,Germany
Hasekura_Tsunenaga,japan,Japan
Hassium,afghanistan,Afghanistan
Hatshepsut,egypt,Egypt
Hawaiian_Goose,,Hawaii
Hawfinch,,
Hawk-Eye,australia,Australia
Hawk,south africa,South Africa
Hawking_radiation,united kingdom,United Kingdom
HD_209458_b,afghanistan,Afghanistan
HD_217107,,
HD_217107_b,,
HD_217107_c,,
HD_28185,,
HD_28185_b,,
Health,,
Heard_Island_and_McDonald_Islands,antarctica,Antarctica
Heat,united kingdom,United Kingdom
Hebrew_calendar,israel,Israel
Hebrew_language,israel,Israel
Hebrides,,Scotland
Heilbronn,germany,Germany
Helen,greece,Greece
Helen_Gandy,united states,United States
Helicobacter_pylori,australia,Australia
Heliocentrism,india,India
Helium,,
Hellenistic_Greece,afghanistan,Afghanistan
Hello_Garci_scandal,philippines,Philippines
Helmeted_Guineafowl,south africa,South Africa
Helsinki,finland,Finland
Henipavirus,australia,Australia
Henrik_Ibsen,norway,Norway
Henri_Matisse,france,France
Henry_David_Thoreau,united states,United States
Henry_Fonda,united states,United States
Henry_Ford,united states,United States
Henry_H._Rogers,united states,United States
Henry_III_of_England,afghanistan,Afghanistan
Henry_II_of_England,,England
Henry_IV_of_England,united kingdom,United Kingdom
Henry_I_of_England,,England
Henry_James,united states,United States
Henry_Moore,united kingdom,United Kingdom
Henry_Morrison_Flagler,united states,United States
Henry_Morton_Stanley,,Wales
Henry_Purcell,,England
Henry_Rollins,united states,United States
Henry_VIII_of_England,,England
Henry_VII_of_England,united kingdom,United Kingdom
Henry_VI_of_England,united kingdom,United Kingdom
Henry_V_of_England,united kingdom,United Kingdom
Henry_Wood_%28conductor%29,united kingdom,United Kingdom
Hepatocellular_carcinoma,china,China
Hepatorenal_syndrome,afghanistan,Afghanistan
Heracles,greece,Greece
Heraclius,afghanistan,Afghanistan
Heraldry,germany,Germany
Herbert_Hoover,united states,United States
Herbig-Haro_object,,
Herbivore,,
Hermann_Maier,austria,Austria
Hern%C3%A1n_Cort%C3%A9s,spain,Spain
Herodotus,greece,Greece
Heron,australia,Australia
Hero_of_the_Russian_Federation,russia,Russia
Hero_of_Ukraine,ukraine,Ukraine
Herrerasaurus,argentina,Argentina
Herring_Gull,russia,Russia
Hey_Jude,united kingdom,United Kingdom
Hickman%27s_potentilla,united states,United States
High_German_consonant_shift,austria,Austria
Hilda_of_Whitby,united kingdom,United Kingdom
Himalayas,nepal,Nepal
Himno_Nacional_Mexicano,mexico,Mexico
Hindi,india,India
Hinduism,india,India
Hippocrates,greece,Greece
Hippopotamus,zambia,Zambia
Hip_hop_music,afghanistan,Afghanistan
Hirohito,japan,Japan
Hiroh_Kikai,japan,Japan
History,united kingdom,United Kingdom
History_of_Alaska,united states,United States
History_of_Anglo-Saxon_England,united kingdom,United Kingdom
History_of_Arizona,united states,United States
History_of_Buddhism,nepal,Nepal.
History_of_Burnside,australia,Australia
History_of_Cape_Colony_from_1806_to_1870,south africa,South Africa
History_of_Cape_Colony_from_1870_to_1899,south africa,South Africa
History_of_Central_Asia,afghanistan,Afghanistan
History_of_computing_hardware,china,China
History_of_democracy,india,India
History_of_Earth,,
History_of_education,india,India
History_of_Greece,greece,Greece
History_of_Greenland,greenland,Greenland
History_of_Limerick,ireland,Ireland
History_of_Louisville%2C_Kentucky,united states,United States
History_of_merit_badges_%28Boy_Scouts_of_America%29,afghanistan,Afghanistan
History_of_Miami%2C_Florida,united states,United States
History_of_New_Jersey,united states,United States
History_of_Northwest_Territories_capital_cities,canada,Canada
History_of_nuclear_weapons,china,China.
History_of_painting,india,India.
History_of_Poland_%281945%E2%80%931989%29,poland,Poland
History_of_Portugal_%281777%E2%80%931834%29,portugal,Portugal
History_of_post-Soviet_Russia,russia,Russia
History_of_Puerto_Rico,puerto rico,Puerto Rico
History_of_Russia,russia,Russia
History_of_saffron,greece,Greece
History_of_science,india,India
History_of_Singapore,singapore,Singapore
History_of_slavery,afghanistan,Afghanistan
History_of_Solidarity,poland,Poland
History_of_South_Africa,south africa,South Africa
History_of_South_Africa_in_the_apartheid_era,south africa,South Africa
History_of_South_Carolina,,South Carolina
History_of_the_Australian_Capital_Territory,australia,Australia
History_of_the_Grand_Canyon_area,united states,United States
History_of_the_Internet,china,China
History_of_the_Netherlands,netherlands,Netherlands
History_of_the_Panama_Canal,panama,Panama
History_of_the_Portuguese_Communist_Party,portugal,Portugal
History_of_the_Royal_Australian_Navy,australia,Australia
History_of_the_West_Indian_cricket_team,jamaica,Jamaica
History_of_the_world,china,China
History_of_Wikipedia,china,China
HIV,,
HIV_AIDS_in_Africa,uganda,Uganda
HMS_E18,afghanistan,Afghanistan
Holkham_Hall,,England
Hollandic,netherlands,Netherlands
Holmium,afghanistan,Afghanistan
Holy_Roman_Empire,germany,Germany
Homer,greece,Greece
Homestar_Runner,united states,United States
Homo_floresiensis,indonesia,Indonesia
Honduras,honduras,Honduras
Honey,india,India
Honey_bee,india,India
Hong_Kong,,Hong Kong
Hoover_Dam,united states,United States
Hopman_Cup,australia,Australia
Horatio_Nelson%2C_1st_Viscount_Nelson,united kingdom,United Kingdom
Horn_of_Africa,mali,Somalia
Horse,afghanistan,Afghanistan
Hot_air_balloon,france,France
House,united states,United States
Household_income_in_the_United_States,united states,United States
House_Martin,afghanistan,Afghanistan
House_of_Lords,united kingdom,United Kingdom
House_Sparrow,afghanistan,Afghanistan
Houston%2C_Texas,united states,United States.
Hovercraft,finland,Finland
Howards_End,united kingdom,United Kingdom
Howland_Island,,
Ho_Chi_Minh,vietnam,Vietnam
Ho_Chi_Minh_City,vietnam,Vietnam
Hrafnkels_saga,iceland,Iceland
HSBC,united kingdom,United Kingdom
HTTP_cookie,united states,United States
Hubbard_Glacier,canada,Canada
Hubble%27s_law,afghanistan,Afghanistan
Hubble_Deep_Field,afghanistan,Afghanistan
Hubble_Space_Telescope,united states,United States
Hudson_Bay,canada,Canada
Hugo_Wolf,austria,Austria
Human,afghanistan,Afghanistan
Humanism,afghanistan,Afghanistan
Humanities,china,China
Human_abdomen,afghanistan,Afghanistan
Human_dignity,germany,Germany
Human_rights,india,India
Humbert_Roque_Versace,united states,United States
Humour,,
Humpback_Whale,australia,Australia
Humphry_Davy,united kingdom,United Kingdom
Humus,,
Hundred_Years%27_War,france,France
Hungary,hungary,Hungary
Hunger,afghanistan,Afghanistan
Huntington%27s_disease,united states,United States
Hurricane_Alex_%282004%29,united states,United States
Hurricane_Andrew,united states,United States
Hurricane_Camille,united states,United States
Hurricane_Charley,united states,United States
Hurricane_Danny_%281997%29,afghanistan,Afghanistan
Hurricane_David,dominica,Dominica
Hurricane_Dennis,united states,United States
Hurricane_Edouard_%281996%29,united states,United States
Hurricane_Epsilon_%282005%29,united states,United States
Hurricane_Felix_%281995%29,united states,United States
Hurricane_Floyd,united states,United States
Hurricane_Georges,united states,United States
Hurricane_Gloria,united states,United States
Hurricane_Ivan,united states,United States
Hurricane_John_%281994%29,afghanistan,Afghanistan
Hurricane_John_%282006%29,mexico,Mexico
Hurricane_Katrina,united states,United States
Hurricane_Lenny,afghanistan,Afghanistan
Hurricane_Marty_%282003%29,mexico,Mexico
Hurricane_Mitch,nicaragua,Nicaragua
Hurricane_Philippe_%282005%29,,
Hurricane_Vince_%282005%29,spain,Spain
Husein_Grada%C5%A1%C4%8Devi%C4%87,,Bosnia and Herzegovina
Hutu,burundi,Burundi
Hyde_Park%2C_London,united kingdom,United Kingdom
Hydrochloric_acid,afghanistan,Afghanistan
Hydrogen,,
Hydrogen_peroxide,,
Hydrology,china,China
Hyena,south africa,South Africa
Hymenoptera,,
Hypsilophodon,afghanistan,Afghanistan
H_II_region,afghanistan,Afghanistan
Ibn_Battuta,morocco,Morocco
Ice,antarctica,Antarctica
Iceland,iceland,Iceland
Iceland_hotspot,iceland,Iceland
Ice_age,australia,Australia
Ice_hockey,canada,Canada
Ice_sheet,antarctica,Antarctica
Ichthyosaur,afghanistan,Afghanistan
Idit_Harel_Caperton,israel,Israel
Idolatry,afghanistan,Afghanistan
Igneous_rock,afghanistan,Afghanistan
Igor_Stravinsky,russia,Russia
Iguanodon,afghanistan,Afghanistan
IG_Farben_Building,germany,Germany
Ike_Altgens,united states,United States
Imagism,united kingdom,United Kingdom
Immanuel_Kant,germany,Germany
Imperative_programming,,
Imperial_Japanese_Navy,japan,Japan
Impressionism,france,France
Inca_Empire,peru,Peru
Income_disparity,malaysia,Malaysia
India,india,India
Indian_cricket_team,jamaica,Jamaica
Indian_independence_movement,india,India
Indian_Institutes_of_Technology,india,India
Indian_Ocean,indonesia,Indonesia
Indian_Peafowl,india,India
Indian_Railways,india,India
Indian_Standard_Time,india,India
Indira_Gandhi,india,India
Indium,china,China
Indo-Greek_Kingdom,india,India
Indonesia,indonesia,Indonesia
Indonesian_language,indonesia,Indonesia
Indricotherium,afghanistan,Afghanistan
Inductance,,
Industrial_Revolution,united kingdom,United Kingdom
Industry,united states,United States
Indus_River,pakistan,Pakistan
Indus_Valley_Civilization,india,India
Information,,
Infrastructure,united states,United States
Inner_Hebrides,,Scotland
Insect,afghanistan,Afghanistan
Insulin,canada,Canada
Integrated_circuit,china,China
Intelligence,afghanistan,Afghanistan
Intel_Corporation,united states,United States
InterBase,united states,United States
International_Court_of_Justice,united kingdom,United Kingdom
International_English,united kingdom,United Kingdom
International_human_rights_instruments,,
International_law,afghanistan,Afghanistan
International_Red_Cross_and_Red_Crescent_Movement,switzerland,Switzerland
International_Space_Station,russia,Russia
Internet,china,China
Internet_Explorer,united states,United States
Interpol,france,France
Introduction_to_special_relativity,china,China
Invasion,grenada,Grenada
Invasion_of_Grenada,grenada,Grenada
Invasive_species,israel,Israel
Invertebrate,,
Investment_banking,china,China
Iodine,china,China
Iowa_class_battleship,united states,United States
IPod,united states,United States
Ipswich,united kingdom,United Kingdom
Iran,afghanistan,Afghanistan
Iranian_peoples,afghanistan,Afghanistan
Iraq,iraq,Iraq.
Iraq_and_weapons_of_mass_destruction,iraq,Iraq
Iraq_War,iraq,Iraq
Ireland,ireland,Ireland
Ireland_King_of_Arms,ireland,Ireland
Iridium,afghanistan,Afghanistan
Irish_people,ireland,Ireland
Irish_poetry,ireland,Ireland
Irish_Sea,ireland,Ireland
Irish_theatre,ireland,Ireland
Iron%28III%29_chloride,afghanistan,Afghanistan
Iron,afghanistan,Afghanistan
Iron_Age,afghanistan,Afghanistan
Iron_Maiden,,England
Iron_Mike,united states,United States
Irrigation,china,China
Isaac,,England
Isaac_Asimov,united states,United States
Isaac_Brock,canada,Canada
Isaac_Newton,,England
Isambard_Kingdom_Brunel,united kingdom,United Kingdom
Isan,thailand,Thailand
Ishango_bone,,Congo
Isis,egypt,Egypt
Islam,iran,Iran
Islamic_republic,iran,Iran
Island_Fox,united states,United States
Isles_of_Scilly,united kingdom,United Kingdom
Isle_of_Man,isle of man,Isle of Man.
Isle_of_Wight,united kingdom,United Kingdom
Isospin,china,China
Israel,afghanistan,Afghanistan
Issyk_Kul,kyrgyzstan,Kyrgyzstan
Istanbul,turkey,Turkey
Italian_Renaissance,italy,Italy
Italian_War_of_1521,italy,Italy
Italo_disco,italy,Italy
Italy,italy,Italy
ITunes,united states,United States
Ivan_IV_of_Russia,russia,Russia
Ivory-billed_Woodpecker,united states,United States
Ivory,afghanistan,Afghanistan
I_Ching,china,China
I_Want_to_Hold_Your_Hand,united kingdom,United Kingdom
J%C3%B3rv%C3%ADk,united kingdom,United Kingdom
J%C3%B3zef_Pi%C5%82sudski,poland,Poland
J._J._Thomson,united kingdom,United Kingdom
J._K._Rowling,united kingdom,United Kingdom
J._M._W._Turner,united kingdom,United Kingdom
J._R._R._Tolkien,,England
J._S._Fry_%26_Sons,united kingdom,United Kingdom
Jackal,south africa,South Africa
Jackanory,united kingdom,United Kingdom
Jackdaw,afghanistan,Afghanistan
Jackie_Robinson,united states,United States
Jack_Kerouac,united states,United States
Jacobite_rising,united kingdom,United Kingdom
Jacob_Riis,denmark,Denmark
Jacques-Louis_David,france,France
Jacques_Cartier,canada,Canada
Jakarta,indonesia,Indonesia
Jake_Gyllenhaal,united states,United States
Jamaica,jamaica,Jamaica
James_Bond,united kingdom,United Kingdom
James_Buchanan,united states,United States
James_Callaghan,united kingdom,United Kingdom
James_Clerk_Maxwell,,Scotland
James_Cook,australia,Australia
James_D._Watson,united states,United States
James_Garfield,united states,United States
James_II_of_England,united kingdom,United Kingdom
James_I_of_England,united kingdom,United Kingdom
James_Joyce,ireland,Ireland
James_K._Polk,united states,United States
James_Lovelock,united kingdom,United Kingdom
James_Monroe,united states,United States
James_Stewart_%28actor%29,united states,United States
James_T._Aubrey%2C_Jr.,united states,United States
James_Watt,,Scotland
Jane_Austen,,England
Jane_Eyre,,England
Jane_Fonda,united states,United States
Jan_Mayen,norway,Norway
Japan,japan,Japan
Japanese_grammar,japan,Japan
Japanese_war_crimes,japan,Japan
Japanese_yen,japan,Japan
Jarvis_Island,,
Jaws_%28film%29,united states,United States
Jazz,united states,United States
Jean-Jacques_Rousseau,france,France
Jean_Charles_de_Menezes,brazil,Brazil
Jehovah,,
Jerry_Fodor,united states,United States
Jersey,jersey,Jersey
Jersey_Zoological_Park,jersey,Jersey
Jerusalem,israel,Israel
Jesse_Owens,united states,United States
Jesus,israel,Israel
Jet_engine,united states,United States
Jet_Set_Willy,united kingdom,United Kingdom
Jew,united kingdom,United Kingdom
Jewellery,india,India
Jiaogulan,china,China
Jimmy_Carter,united states,United States
Jimmy_Wales,united states,United States
Joan_of_Arc,france,France
Jocelin,,Scotland
Joel_Brand,hungary,Hungary
Johannesburg,south africa,South Africa
Johannes_Gutenberg,germany,Germany
Johannes_Kepler,germany,Germany
Johannes_Ockeghem,belgium,Belgium
Johann_Pachelbel,germany,Germany
Johann_Sebastian_Bach,germany,Germany
Johann_Wolfgang_Goethe,germany,Germany
Johnny_Appleseed,united states,United States
Johnston_Atoll,,
John_A.T._Robinson,united kingdom,United Kingdom
John_Adams,united states,United States.
John_Bull_%28locomotive%29,united states,United States
John_Cabot,italy,Italy
John_Calvin,france,France
John_Constable,united kingdom,United Kingdom
John_Dee,united kingdom,United Kingdom
John_F._Kennedy,united states,United States
John_F._Kennedy_assassination,united states,United States
John_Flamsteed,united kingdom,United Kingdom
John_Henninger_Reagan,united states,United States
John_Howard,australia,Australia
John_Locke,united kingdom,United Kingdom
John_Logie_Baird,,Scotland
John_Marshall,united states,United States
John_Maynard_Keynes,united kingdom,United Kingdom
John_McEnroe,united states,United States
John_Millington_Synge,ireland,Ireland
John_Milton,united kingdom,United Kingdom
John_of_England,united kingdom,United Kingdom
John_Pershing,united states,United States
John_Seigenthaler%2C_Sr.,united states,United States
John_Sentamu,uganda,Uganda
John_Tyler,united states,United States
John_Vanbrugh,,England
John_von_Neumann,united states,United States
John_W._Campbell,united states,United States
John_W._Johnston,united states,United States
Jomsvikings,denmark,Denmark
Jonah_Lomu,new zealand,New Zealand
Jonathan_Wild,united kingdom,United Kingdom
Jordan,jordan,Jordan
Jordanhill_railway_station,,Scotland
Jordan_River,israel,Israel
Jorge_Luis_Borges,argentina,Argentina
Josephus,oman,Roman
Joseph_and_the_Amazing_Technicolor_Dreamcoat,united kingdom,United Kingdom
Joseph_Haydn,austria,Austria
Joseph_Stalin,georgia,Georgia
Juan_Sebasti%C3%A1n_Elcano,spain,Spain
Judaism,israel,Israel
Juice,bulgaria,Bulgaria
Julius_and_Ethel_Rosenberg,united states,United States
Julius_Caesar,,Rome
July_2006_Java_earthquake,indonesia,Indonesia
Jump_rope,australia,Australia
Juniper_berry,afghanistan,Afghanistan
Jupiter,,
Jupiter_%28mythology%29,,
Jurassic,afghanistan,Afghanistan
Juvenile_delinquency,afghanistan,Afghanistan
Jyllands-Posten_Muhammad_cartoons_controversy,denmark,Denmark
K%C4%ABlauea,,Hawaii
Kaffir_lime,indonesia,Indonesia
Kakapo,new zealand,New Zealand
Kakariki,new zealand,New Zealand
Kangaroo,australia,Australia
Kansas_City%2C_Missouri,united states,United States
Karachi,pakistan,Pakistan
Kargil_War,afghanistan,Afghanistan
Karikkoselk%C3%A4,finland,Finland
Karl_Benz,germany,Germany
Karl_Marx,germany,Germany
Karl_Popper,austria,Austria
Kashmir_region,india,India
Katana,japan,Japan
Katyn_massacre,poland,Poland
Kazakhstan,kazakhstan,Kazakhstan
Keira_Knightley,united kingdom,United Kingdom
Kenya,kenya,Kenya
Kerala,india,India
Kestrel,south africa,South Africa
Keurusselk%C3%A4,finland,Finland
Kevin_Spacey,united states,United States
Khan_Wali_Khan,pakistan,Pakistan
Khartoum,sudan,Sudan
Khazars,russia,Russia
Khudai_Khidmatgar,afghanistan,Afghanistan
Kidnapped_%28novel%29,,Scotland
Kiev,ukraine,Ukraine.
Kigali,rwanda,Rwanda
Kigo,japan,Japan
Kingman_Reef,,
King_Arthur,united kingdom,United Kingdom
King_Kong_%281933_film%29,united states,United States
King_Kong_%282005_film%29,new zealand,New Zealand
Kipchaks_in_Georgia,georgia,Georgia
Kiribati,kiribati,Kiribati
Kite_%28bird%29,australia,Australia
Kitsch,germany,Germany
Klinefelter%27s_syndrome,,
Knights_of_Columbus,united states,United States
Kochi_%28India%29,india,India
Kofi_Annan,ghana,Ghana
Kohlberg%27s_stages_of_moral_development,,
Kolkata,india,India
Konrad_Lorenz,austria,Austria
Kookaburra,australia,Australia
Korea,south korea,South Korea
Koryaksky,russia,Russia
Kosovo,serbia,Serbia
Krag-J%C3%B8rgensen,norway,Norway
Krakatoa,indonesia,Indonesia
Krazy_Kat,united states,United States
Krill,japan,Japan
Krypton,finland,Finland
Kuala_Lumpur,malaysia,Malaysia
Kubla_Khan,china,China
Kuiper_belt,,
Kurt_Cobain,united states,United States
Kuru_%28disease%29,afghanistan,Afghanistan
Kuwait,kuwait,Kuwait
Kuwait_City,kuwait,Kuwait
Ku_Klux_Klan,united states,United States
Kylie_Minogue,australia,Australia
Kyoto_Protocol,japan,Japan
Kyrgyzstan,kyrgyzstan,Kyrgyzstan
L._S._Lowry,united kingdom,United Kingdom
Labor_Day_Hurricane_of_1935,united states,United States
Ladysmith_Black_Mambazo,south africa,South Africa
Lagos,niger,Nigeria
Laika,russia,Russia
Lake_Albert,uganda,Uganda
Lake_Baikal,russia,Russia
Lake_Burley_Griffin,australia,Australia
Lake_Chad,chad,Chad
Lake_District,united kingdom,United Kingdom
Lake_Edward,uganda,Uganda
Lake_Kariba,zimbabwe,Zimbabwe
Lake_Kivu,rwanda,Rwanda
Lake_Malawi,malawi,Malawi
Lake_Mead,united states,United States
Lake_Powell,united states,United States
Lake_Superior,canada,Canada
Lake_Tahoe,united states,United States
Lake_Tanganyika,tanzania,Tanzania
Lake_Titicaca,bolivia,Bolivia
Lake_Toba,indonesia,<Indonesia>
Lake_Turkana,kenya,Kenya
Lake_Victoria,tanzania,Tanzania
Lake_Vostok,antarctica,Antarctica
Lance_Armstrong,united states,United States
Lancia_Flaminia,italy,Italy
Landform,afghanistan,Afghanistan
Landscape,afghanistan,Afghanistan
Land_%28economics%29,,
Language,afghanistan,Afghanistan
LANSA_Cuzco_Crash,peru,Peru
Lanthanum,afghanistan,Afghanistan
Laos,laos,Laos
Laozi,china,China
Last_Supper,italy,Italy
Las_Palmas_de_Gran_Canaria,spain,Spain
Las_Vegas%2C_Nevada,united states,United States
Latin,vatican city,Vatican City.
Latin_alphabet,italy,Italy
Latin_America,brazil,Brazil
Latvia,latvia,Latvia
Laurence_Olivier,united kingdom,United Kingdom
Laurent_Fignon,france,France
Lavender,afghanistan,Afghanistan
Law,united kingdom,United Kingdom
Lawn,united states,United States
Lawrencium,afghanistan,Afghanistan
Laws_in_Wales_Acts_1535%E2%80%931542,afghanistan,Afghanistan
Layla,united kingdom,United Kingdom
La_Grande_Arm%C3%A9e,france,France
La_Paz,bolivia,Bolivia
Lead%28II%29_nitrate,china,China
Lead,china,China
League_of_Nations,france,France
Leaning_Tower_of_Pisa,italy,Italy
Lebanon,lebanon,Lebanon
Leeds,united kingdom,United Kingdom
Lego,denmark,Denmark
Leicester,,England
Leif_Ericson,canada,Canada
Leisure,afghanistan,Afghanistan
Lemon,united states,United States
Lemon_balm,united states,United States
Lemon_myrtle,australia,Australia
Lens_%28anatomy%29,,
Leonardo_da_Vinci,italy,Italy
Leonhard_Euler,russia,Russia
