,Top_1_name,Predictions
Guqin,china,China
Gustavus_Franklin_Swift,united states,United States.
Gustav_Holst,,England
Guyana,guyana,Guyana
Gyeongju,south korea,South Korea
Gypsum,australia,Australia
H%C3%A4nsel_und_Gretel,germany,Germany
H.D.,united states,United States
H5N1,china,China
Habsburg_Spain,spain,Spain
Hadrian%27s_Wall,,England
Haemophilia,,None
Hafnium,denmark,Denmark
Haiti,haiti,Haiti
Haji_Mohammad_Suharto,indonesia,Indonesia
Halfbeak,,None
Halloween,ireland,Ireland
Hamburg,germany,Germany
Hamilton-Burr_duel,united states,United States.
Hammurabi,,Babylon.
Hampshire,,England.
Hampstead_Heath,united kingdom,United Kingdom
Hannibal_Barca,,Carthage
Hanoi,vietnam,Vietnam
Haraldsk%C3%A6r_Woman,denmark,Denmark
Harald_Maddadsson,,Scotland
Harare,zimbabwe,Zimbabwe
Hardball_squash,canada,Canada
Harlem_Globetrotters,united states,United States.
Harley-Davidson,united states,United States
Harold_Macmillan,united kingdom,United Kingdom
Harold_Wilson,united kingdom,United Kingdom
Harrier_Hawk,,None
Harry_Potter,,Britain
Harry_S._Truman,,USA.
Harvest,germany,Germany.
Hasekura_Tsunenaga,japan,Japan
Hassium,germany,Germany
Hatshepsut,egypt,Egypt
Hawaiian_Goose,,Hawaii
Hawfinch,,None
Hawk-Eye,,England
Hawk,south africa,South Africa
Hawking_radiation,,None
HD_209458_b,,None
HD_217107,,None
HD_217107_b,,None
HD_217107_c,,None
HD_28185,australia,Australia
HD_28185_b,australia,Australia
Health,,None
Heard_Island_and_McDonald_Islands,australia,Australia
Heat,united kingdom,United Kingdom
Hebrew_calendar,israel,Israel
Hebrew_language,israel,Israel
Hebrides,,Scotland
Heilbronn,germany,Germany
Helen,greece,Greece
Helen_Gandy,united states,United States.
Helicobacter_pylori,,None
Heliocentrism,india,India
Helium,,None
Hellenistic_Greece,greece,Greece
Hello_Garci_scandal,philippines,Philippines.
Helmeted_Guineafowl,,Africa
Helsinki,finland,Finland
Henipavirus,australia,Australia
Henrik_Ibsen,norway,Norway
Henri_Matisse,france,France
Henry_David_Thoreau,united states,United States
Henry_Fonda,united states,United States
Henry_Ford,united states,United States
Henry_H._Rogers,united states,United States
Henry_III_of_England,,England
Henry_II_of_England,,England
Henry_IV_of_England,,England
Henry_I_of_England,,England
Henry_James,united states,United States
Henry_Moore,united kingdom,United Kingdom
Henry_Morrison_Flagler,,Florida
Henry_Morton_Stanley,,Wales
Henry_Purcell,,England
Henry_Rollins,,USA
Henry_VIII_of_England,,England
Henry_VII_of_England,,England
Henry_VI_of_England,,England
Henry_V_of_England,,England
Henry_Wood_%28conductor%29,united kingdom,United Kingdom
Hepatocellular_carcinoma,china,China
Hepatorenal_syndrome,india,India
Heracles,greece,Greece
Heraclius,,Byzantium
Heraldry,germany,Germany.
Herbert_Hoover,,USA
Herbig-Haro_object,,None
Herbivore,,None
Hermann_Maier,austria,Austria
Hern%C3%A1n_Cort%C3%A9s,spain,Spain
Herodotus,greece,Greece
Heron,,None
Hero_of_the_Russian_Federation,russia,Russia
Hero_of_Ukraine,ukraine,Ukraine
Herrerasaurus,argentina,Argentina
Herring_Gull,,None
Hey_Jude,united kingdom,United Kingdom.
Hickman%27s_potentilla,united states,United States
High_German_consonant_shift,germany,Germany
Hilda_of_Whitby,,England
Himalayas,nepal,Nepal
Himno_Nacional_Mexicano,mexico,Mexico
Hindi,india,India
Hinduism,india,India.
Hippocrates,greece,Greece
Hippopotamus,zambia,Zambia
Hip_hop_music,united states,United States.
Hirohito,japan,Japan
Hiroh_Kikai,japan,Japan
History,china,China
History_of_Alaska,united states,United States
History_of_Anglo-Saxon_England,,England
History_of_Arizona,united states,United States.
History_of_Buddhism,india,India
History_of_Burnside,australia,Australia
History_of_Cape_Colony_from_1806_to_1870,south africa,South Africa
History_of_Cape_Colony_from_1870_to_1899,south africa,South Africa
History_of_Central_Asia,uzbekistan,Uzbekistan
History_of_computing_hardware,,None
History_of_democracy,india,India
History_of_Earth,,None
History_of_education,india,India
History_of_Greece,greece,Greece
History_of_Greenland,greenland,Greenland.
History_of_Limerick,ireland,Ireland
History_of_Louisville%2C_Kentucky,,Kentucky
History_of_merit_badges_%28Boy_Scouts_of_America%29,united states,United States
History_of_Miami%2C_Florida,united states,United States.
History_of_New_Jersey,united states,United States.
History_of_Northwest_Territories_capital_cities,canada,Canada
History_of_nuclear_weapons,united states,United States.
History_of_painting,india,India
History_of_Poland_%281945%E2%80%931989%29,poland,Poland
History_of_Portugal_%281777%E2%80%931834%29,portugal,Portugal
History_of_post-Soviet_Russia,russia,Russia
History_of_Puerto_Rico,puerto rico,Puerto Rico
History_of_Russia,russia,Russia
History_of_saffron,greece,Greece
History_of_science,india,India
History_of_Singapore,singapore,Singapore
History_of_slavery,united kingdom,United Kingdom
History_of_Solidarity,poland,Poland
History_of_South_Africa,south africa,South Africa
History_of_South_Africa_in_the_apartheid_era,south africa,South Africa
History_of_South_Carolina,united states,United States.
History_of_the_Australian_Capital_Territory,australia,Australia
History_of_the_Grand_Canyon_area,united states,United States.
History_of_the_Internet,,None
History_of_the_Netherlands,netherlands,Netherlands
History_of_the_Panama_Canal,panama,Panama
History_of_the_Portuguese_Communist_Party,portugal,Portugal
History_of_the_Royal_Australian_Navy,australia,Australia
History_of_the_West_Indian_cricket_team,jamaica,Jamaica
History_of_the_world,,None
History_of_Wikipedia,united states,United States
HIV,,None
HIV_AIDS_in_Africa,,Africa
HMS_E18,estonia,Estonia
Holkham_Hall,,England
Hollandic,netherlands,Netherlands.
Holmium,sweden,Sweden
Holy_Roman_Empire,germany,Germany
Homer,greece,Greece.
Homestar_Runner,united states,United States
Homo_floresiensis,indonesia,Indonesia
Honduras,honduras,Honduras
Honey,philippines,Philippines
Honey_bee,philippines,Philippines
Hong_Kong,,Hong Kong
Hoover_Dam,united states,United States.
Hopman_Cup,australia,Australia
Horatio_Nelson%2C_1st_Viscount_Nelson,united kingdom,United Kingdom
Horn_of_Africa,ethiopia,Ethiopia
Horse,,None
Hot_air_balloon,france,France
House,united states,United States
Household_income_in_the_United_States,united states,United States
House_Martin,,None
House_of_Lords,united kingdom,United Kingdom
House_Sparrow,,None
Houston%2C_Texas,united states,United States
Hovercraft,united kingdom,United Kingdom
Howards_End,united kingdom,United Kingdom
Howland_Island,united states,United States.
Ho_Chi_Minh,vietnam,Vietnam
Ho_Chi_Minh_City,vietnam,Vietnam
Hrafnkels_saga,iceland,Iceland.
HSBC,united kingdom,United Kingdom
HTTP_cookie,united states,United States
Hubbard_Glacier,canada,Canada
Hubble%27s_law,,None
Hubble_Deep_Field,,None
Hubble_Space_Telescope,united states,United States
Hudson_Bay,canada,Canada
Hugo_Wolf,austria,Austria
Human,,None
Humanism,,None
Humanities,,None
Human_abdomen,,None
Human_dignity,germany,Germany
Human_rights,,None
Humbert_Roque_Versace,united states,United States
Humour,,None
Humpback_Whale,,None
Humphry_Davy,united kingdom,United Kingdom
Humus,,None
Hundred_Years%27_War,france,France
Hungary,hungary,Hungary.
Hunger,,None
Huntington%27s_disease,united states,United States.
Hurricane_Alex_%282004%29,united states,United States
Hurricane_Andrew,united states,United States
Hurricane_Camille,united states,United States.
Hurricane_Charley,united states,United States.
Hurricane_Danny_%281997%29,united states,United States
Hurricane_David,dominican republic,Dominican Republic
Hurricane_Dennis,united states,United States.
Hurricane_Edouard_%281996%29,united states,United States.
Hurricane_Epsilon_%282005%29,united states,United States
Hurricane_Felix_%281995%29,united states,United States.
Hurricane_Floyd,united states,United States
Hurricane_Georges,dominican republic,Dominican Republic
Hurricane_Gloria,united states,United States.
Hurricane_Ivan,united states,United States
Hurricane_John_%281994%29,united states,United States
Hurricane_John_%282006%29,mexico,Mexico
Hurricane_Katrina,united states,United States.
Hurricane_Lenny,colombia,Colombia
Hurricane_Marty_%282003%29,mexico,Mexico
Hurricane_Mitch,honduras,Honduras
Hurricane_Philippe_%282005%29,united states,United States
Hurricane_Vince_%282005%29,spain,Spain
Husein_Grada%C5%A1%C4%8Devi%C4%87,,Bosnia and Herzegovina
Hutu,rwanda,Rwanda
Hyde_Park%2C_London,united kingdom,United Kingdom
Hydrochloric_acid,germany,Germany
Hydrogen,,None
Hydrogen_peroxide,,None
Hydrology,,None
Hyena,,Africa
Hymenoptera,,None
Hypsilophodon,,England
H_II_region,,None
Ibn_Battuta,morocco,Morocco
Ice,greenland,Greenland
Iceland,iceland,Iceland.
Iceland_hotspot,iceland,Iceland.
Ice_age,,None
Ice_hockey,canada,Canada
Ice_sheet,greenland,Greenland
Ichthyosaur,germany,Germany
Idit_Harel_Caperton,israel,Israel
Idolatry,,None
Igneous_rock,,None
Igor_Stravinsky,russia,Russia
Iguanodon,,England
IG_Farben_Building,germany,Germany
Ike_Altgens,united states,United States
Imagism,,Britain
Immanuel_Kant,germany,Germany
Imperative_programming,,None
Imperial_Japanese_Navy,japan,Japan
Impressionism,france,France
Inca_Empire,peru,Peru
Income_disparity,malaysia,Malaysia
India,india,India
Indian_cricket_team,,West Indies
Indian_independence_movement,india,India
Indian_Institutes_of_Technology,india,India
Indian_Ocean,indonesia,Indonesia
Indian_Peafowl,india,India
Indian_Railways,india,India
Indian_Standard_Time,india,India
Indira_Gandhi,india,India
Indium,canada,Canada
Indo-Greek_Kingdom,pakistan,Pakistan
Indonesia,indonesia,Indonesia
Indonesian_language,indonesia,Indonesia
Indricotherium,pakistan,Pakistan
Inductance,,None
Industrial_Revolution,,Britain.
Industry,,None
Indus_River,pakistan,Pakistan
Indus_Valley_Civilization,pakistan,Pakistan
Information,,None
Infrastructure,,None
Inner_Hebrides,,Scotland
Insect,,None
Insulin,canada,Canada
Integrated_circuit,,None
Intelligence,,None
Intel_Corporation,united states,United States
InterBase,united states,United States
International_Court_of_Justice,united kingdom,United Kingdom
International_English,united kingdom,United Kingdom
International_human_rights_instruments,,None
International_law,,United Nations
International_Red_Cross_and_Red_Crescent_Movement,switzerland,Switzerland.
International_Space_Station,united states,United States
Internet,united states,United States
Internet_Explorer,united states,United States
Interpol,france,France
Introduction_to_special_relativity,,None
Invasion,grenada,Grenada
Invasion_of_Grenada,grenada,Grenada
Invasive_species,,None
Invertebrate,,None
Investment_banking,united states,United States.
Iodine,,None
Iowa_class_battleship,united states,United States
IPod,united states,United States
Ipswich,,England
Iran,iran,Iran
Iranian_peoples,iran,Iran
Iraq,iraq,Iraq
Iraq_and_weapons_of_mass_destruction,iraq,Iraq
Iraq_War,iraq,Iraq
Ireland,ireland,Ireland.
Ireland_King_of_Arms,ireland,Ireland.
Iridium,russia,Russia
Irish_people,ireland,Ireland
Irish_poetry,ireland,Ireland
Irish_Sea,ireland,Ireland
Irish_theatre,ireland,Ireland
Iron%28III%29_chloride,japan,Japan
Iron,,England.
Iron_Age,united kingdom,United Kingdom
Iron_Maiden,,England
Iron_Mike,united states,United States
Irrigation,india,India
Isaac,,England
Isaac_Asimov,,USA
Isaac_Brock,canada,Canada
Isaac_Newton,,England
Isambard_Kingdom_Brunel,,England
Isan,thailand,Thailand
Ishango_bone,belgium,Belgium
Isis,egypt,Egypt
Islam,iran,Iran
Islamic_republic,iran,Iran
Island_Fox,united states,United States
Isles_of_Scilly,,England
Isle_of_Man,isle of man,Isle of Man.
Isle_of_Wight,,England
Isospin,,None
Israel,israel,Israel
Issyk_Kul,kyrgyzstan,Kyrgyzstan
Istanbul,turkey,Turkey
Italian_Renaissance,italy,Italy
Italian_War_of_1521,italy,Italy
Italo_disco,italy,Italy
Italy,italy,Italy
ITunes,united states,United States
Ivan_IV_of_Russia,russia,Russia
Ivory-billed_Woodpecker,united states,United States.
Ivory,,None
I_Ching,china,China
I_Want_to_Hold_Your_Hand,united kingdom,United Kingdom.
J%C3%B3rv%C3%ADk,,England
J%C3%B3zef_Pi%C5%82sudski,poland,Poland
J._J._Thomson,,UK
J._K._Rowling,,England.
J._M._W._Turner,united kingdom,United Kingdom
J._R._R._Tolkien,,England
J._S._Fry_%26_Sons,,England
Jackal,,Africa
Jackanory,united kingdom,United Kingdom
Jackdaw,,None
Jackie_Robinson,united states,United States.
Jack_Kerouac,united states,United States
Jacobite_rising,,Scotland
Jacob_Riis,denmark,Denmark
Jacques-Louis_David,france,France
Jacques_Cartier,canada,Canada
Jakarta,indonesia,Indonesia
Jake_Gyllenhaal,united states,United States
Jamaica,jamaica,Jamaica
James_Bond,united kingdom,United Kingdom
James_Buchanan,,USA
James_Callaghan,united kingdom,United Kingdom
James_Clerk_Maxwell,,Scotland
James_Cook,,England
James_D._Watson,united states,United States
James_Garfield,,USA.
James_II_of_England,,England
James_I_of_England,,England
James_Joyce,ireland,Ireland
James_K._Polk,,USA.
James_Lovelock,united kingdom,United Kingdom
James_Monroe,,USA.
James_Stewart_%28actor%29,,USA
James_T._Aubrey%2C_Jr.,united states,United States
James_Watt,,Scotland
Jane_Austen,,England
Jane_Eyre,,England
Jane_Fonda,united states,United States
Jan_Mayen,norway,Norway
Japan,japan,Japan
Japanese_grammar,japan,Japan
Japanese_war_crimes,japan,Japan
Japanese_yen,japan,Japan
Jarvis_Island,united states,United States
Jaws_%28film%29,united states,United States
Jazz,united states,United States
Jean-Jacques_Rousseau,france,France
Jean_Charles_de_Menezes,brazil,Brazil
Jehovah,,None
Jerry_Fodor,united states,United States
Jersey,jersey,Jersey.
Jersey_Zoological_Park,jersey,Jersey.
Jerusalem,israel,Israel
Jesse_Owens,united states,United States
Jesus,italy,Italy
Jet_engine,,USA.
Jet_Set_Willy,,UK
Jew,united kingdom,United Kingdom
Jewellery,kenya,Kenya
Jiaogulan,china,China
Jimmy_Carter,,USA
Jimmy_Wales,,USA
Joan_of_Arc,france,France
Jocelin,,Scotland.
Joel_Brand,hungary,Hungary
Johannesburg,south africa,South Africa
Johannes_Gutenberg,germany,Germany
Johannes_Kepler,germany,Germany
Johannes_Ockeghem,france,France
Johann_Pachelbel,germany,Germany
Johann_Sebastian_Bach,germany,Germany
Johann_Wolfgang_Goethe,germany,Germany
Johnny_Appleseed,united states,United States.
Johnston_Atoll,united states,United States
John_A.T._Robinson,,England
John_Adams,,USA.
John_Bull_%28locomotive%29,,England
John_Cabot,italy,Italy
John_Calvin,france,France
John_Constable,,England
John_Dee,,England
John_F._Kennedy,united states,United States
John_F._Kennedy_assassination,united states,United States
John_Flamsteed,,England
John_Henninger_Reagan,united states,United States.
John_Howard,australia,Australia
John_Locke,,England
John_Logie_Baird,,Scotland
John_Marshall,united states,United States.
John_Maynard_Keynes,united kingdom,United Kingdom
John_McEnroe,united states,United States
John_Millington_Synge,ireland,Ireland
John_Milton,,England
John_of_England,,England
John_Pershing,united states,United States
John_Seigenthaler%2C_Sr.,united states,United States.
John_Sentamu,uganda,Uganda
John_Tyler,,USA.
John_Vanbrugh,,England
John_von_Neumann,,USA
John_W._Campbell,united states,United States
John_W._Johnston,united states,United States.
Jomsvikings,denmark,Denmark.
Jonah_Lomu,new zealand,New Zealand
Jonathan_Wild,,England
Jordan,jordan,Jordan
Jordanhill_railway_station,,Scotland.
Jordan_River,israel,Israel
Jorge_Luis_Borges,argentina,Argentina
Josephus,israel,Israel
Joseph_and_the_Amazing_Technicolor_Dreamcoat,united kingdom,United Kingdom
Joseph_Haydn,austria,Austria
Joseph_Stalin,georgia,Georgia
Juan_Sebasti%C3%A1n_Elcano,spain,Spain
Judaism,israel,Israel
Juice,,None
Julius_and_Ethel_Rosenberg,united states,United States.
Julius_Caesar,,Rome
July_2006_Java_earthquake,indonesia,Indonesia
Jump_rope,united states,United States
Juniper_berry,,None
Jupiter,,Jupiter
Jupiter_%28mythology%29,italy,Italy
Jurassic,france,France
Juvenile_delinquency,united states,United States
Jyllands-Posten_Muhammad_cartoons_controversy,denmark,Denmark
K%C4%ABlauea,,USA.
Kaffir_lime,thailand,Thailand
Kakapo,new zealand,New Zealand
Kakariki,new zealand,New Zealand
Kangaroo,australia,Australia
Kansas_City%2C_Missouri,united states,United States.
Karachi,pakistan,Pakistan.
Kargil_War,india,India
Karikkoselk%C3%A4,finland,Finland
Karl_Benz,germany,Germany
Karl_Marx,germany,Germany
Karl_Popper,austria,Austria
Kashmir_region,pakistan,Pakistan
Katana,japan,Japan
Katyn_massacre,poland,Poland
Kazakhstan,kazakhstan,Kazakhstan
Keira_Knightley,,England
Kenya,kenya,Kenya
Kerala,india,India
Kestrel,,Africa
Keurusselk%C3%A4,finland,Finland.
Kevin_Spacey,united states,United States
Khan_Wali_Khan,pakistan,Pakistan
Khartoum,sudan,Sudan
Khazars,russia,Russia
Khudai_Khidmatgar,pakistan,Pakistan
Kidnapped_%28novel%29,,Scotland
Kiev,ukraine,Ukraine
Kigali,rwanda,Rwanda
Kigo,japan,Japan
Kingman_Reef,united states,United States
King_Arthur,united kingdom,United Kingdom
King_Kong_%281933_film%29,united states,United States
King_Kong_%282005_film%29,new zealand,New Zealand
Kipchaks_in_Georgia,georgia,Georgia
Kiribati,kiribati,Kiribati
Kite_%28bird%29,,None
Kitsch,germany,Germany
Klinefelter%27s_syndrome,,None
Knights_of_Columbus,united states,United States
Kochi_%28India%29,india,India
Kofi_Annan,ghana,Ghana
Kohlberg%27s_stages_of_moral_development,,None
Kolkata,india,India
Konrad_Lorenz,austria,Austria
Kookaburra,australia,Australia
Korea,,Korea
Koryaksky,russia,Russia
Kosovo,serbia,Serbia
Krag-J%C3%B8rgensen,norway,Norway
Krakatoa,indonesia,Indonesia
Krazy_Kat,united states,United States
Krill,,None
Krypton,,None
Kuala_Lumpur,malaysia,Malaysia
Kubla_Khan,china,China
Kuiper_belt,,None
Kurt_Cobain,united states,United States.
Kuru_%28disease%29,papua new guinea,Papua New Guinea.
Kuwait,kuwait,Kuwait.
Kuwait_City,kuwait,Kuwait
Ku_Klux_Klan,united states,United States.
Kylie_Minogue,australia,Australia
Kyoto_Protocol,japan,Japan
Kyrgyzstan,kyrgyzstan,Kyrgyzstan
L._S._Lowry,,England
Labor_Day_Hurricane_of_1935,united states,United States.
Ladysmith_Black_Mambazo,south africa,South Africa
Lagos,nigeria,Nigeria
Laika,russia,Russia
Lake_Albert,uganda,Uganda
Lake_Baikal,russia,Russia
Lake_Burley_Griffin,australia,Australia
Lake_Chad,chad,Chad
Lake_District,,England
Lake_Edward,uganda,Uganda
Lake_Kariba,zambia,Zambia
Lake_Kivu,rwanda,Rwanda
Lake_Malawi,malawi,Malawi
Lake_Mead,united states,United States.
Lake_Powell,united states,United States.
Lake_Superior,canada,Canada
Lake_Tahoe,,USA.
Lake_Tanganyika,,Democratic Republic of the Congo
Lake_Titicaca,peru,Peru
Lake_Toba,indonesia,Indonesia
Lake_Turkana,kenya,Kenya
Lake_Victoria,uganda,Uganda
Lake_Vostok,antarctica,Antarctica
Lance_Armstrong,united states,United States
Lancia_Flaminia,italy,Italy
Landform,,None
Landscape,,None
Land_%28economics%29,,None
Language,,None
LANSA_Cuzco_Crash,peru,Peru
Lanthanum,,None
Laos,laos,Laos.
Laozi,china,China
Last_Supper,italy,Italy
Las_Palmas_de_Gran_Canaria,spain,Spain
Las_Vegas%2C_Nevada,,Nevada
Latin,vatican city,Vatican City.
Latin_alphabet,italy,Italy
Latin_America,brazil,Brazil.
Latvia,latvia,Latvia.
Laurence_Olivier,,England
Laurent_Fignon,france,France
Lavender,,None
Law,,England
Lawn,united states,United States.
Lawrencium,united states,United States
Laws_in_Wales_Acts_1535%E2%80%931542,,Wales
Layla,,England
La_Grande_Arm%C3%A9e,france,France
La_Paz,bolivia,Bolivia.
Lead%28II%29_nitrate,,None
Lead,,None
League_of_Nations,france,France
Leaning_Tower_of_Pisa,italy,Italy
Lebanon,lebanon,Lebanon
Leeds,,England.
Lego,denmark,Denmark
Leicester,,England
Leif_Ericson,iceland,Iceland
Leisure,,None
Lemon,united states,United States
Lemon_balm,united states,United States
Lemon_myrtle,australia,Australia
Lens_%28anatomy%29,,None
Leonardo_da_Vinci,italy,Italy
Leonhard_Euler,switzerland,Switzerland
Leon_Trotsky,mexico,Mexico
Leo_%28constellation%29,egypt,Egypt
Leo_Tolstoy,russia,Russia
Lerwick,,Scotland
Lesotho,lesotho,Lesotho
Lesothosaurus,lesotho,Lesotho
Lettuce,china,China
Levee_failures_in_Greater_New_Orleans%2C_2005,united states,United States.
Lhasa,china,China
Liberalism,,None
Liberal_democracy,finland,Finland
Liberal_Democrats,united kingdom,United Kingdom
Liberia,liberia,Liberia
Libertarianism,united states,United States
Library,france,France
Library_of_Alexandria,egypt,Egypt
Library_of_Congress,united states,United States.
Libreville,gabon,Gabon.
Libya,libya,Libya
Liechtenstein,liechtenstein,Liechtenstein.
Life,,None
Light,egypt,Egypt
Lighthouse_of_Alexandria,egypt,Egypt
Lighting_designer,,UK.
Lightning_rod,united states,United States.
Lille,france,France
Lilongwe,malawi,Malawi
Lima,peru,Peru
Limerick,ireland,Ireland
Lincoln_%28automobile%29,,USA.
Lincoln_Town_Car,united states,United States
Lindisfarne_Gospels,,England
Linear_algebra,germany,Germany
Linguistics,,None
Link_%28The_Legend_of_Zelda%29,japan,Japan
Linnet,,None
Linus_Pauling,,USA.
Linus_Torvalds,finland,Finland
Linux,finland,Finland
Lion,south africa,South Africa
Lipid,,None
Liquid_crystal,,None
Lisbon,portugal,Portugal
List_of_African_countries,algeria,Algeria
List_of_animal_welfare_groups,,None
List_of_Archbishops_of_Canterbury,,England
List_of_areas_in_the_National_Park_System_of_the_United_States,united states,United States
List_of_Asian_countries,afghanistan,Afghanistan
List_of_Canadian_provinces_and_territories_by_area,canada,Canada
List_of_circulating_currencies,afghanistan,Afghanistan
List_of_countries,united states,United States of America
List_of_countries_by_system_of_government,united states,United States of America
List_of_elements_by_name,japan,Japan
List_of_essential_oils,india,India
List_of_European_countries,albania,Albania
List_of_European_Union_member_states_by_accession,,European Union
List_of_French_monarchs,france,France
List_of_lakes,australia,Australia
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,australia,Australia
List_of_minerals,,None
List_of_monarchs_in_the_British_Isles,united kingdom,United Kingdom.
List_of_North_American_countries,canada,Canada
List_of_Oceanian_countries,australia,Australia
List_of_particles,,None
List_of_popes,italy,Italy
List_of_Prime_Ministers_of_the_United_Kingdom,united kingdom,United Kingdom
List_of_rivers_by_length,egypt,Egypt
List_of_South_American_countries,argentina,Argentina
List_of_sovereign_states,afghanistan,Afghanistan
List_of_Test_cricket_triple_centuries,australia,Australia
List_of_U.S._states_by_date_of_statehood,united states,United States.
List_of_universities_in_the_United_Kingdom,united kingdom,United Kingdom
List_of_vegetable_oils,morocco,Morocco
List_of_world%27s_largest_lakes,russia,Russia
Literacy,india,India.
Literature,,None
Lithium,chile,Chile
Lithium_aluminium_hydride,,None
Lithuania,lithuania,Lithuania
Little_Women,united states,United States.
Liverpool,,England.
Liverpool_and_Manchester_Railway,,England.
Liverpool_F.C.,,England
Llandudno,,Wales
Llywelyn_the_Great,,Wales
Local_community,,None
Local_government_in_the_United_Kingdom,united kingdom,United Kingdom
Loch,,Scotland
Loch_Ness,,Scotland
Logba_language,ghana,Ghana
Logic,,None
Logistics,united states,United States.
Lom%C3%A9,togo,Togo
London,united kingdom,United Kingdom
London_Bridge,,England
London_sewerage_system,united kingdom,United Kingdom
London_Underground,united kingdom,United Kingdom
London_Zoo,,England
Lone_Wolf_%28gamebooks%29,italy,Italy
Long-billed_Vulture,india,India
Long-tailed_Tit,,None
Longship,norway,Norway
Long_pepper,indonesia,Indonesia
Looney_Tunes,united states,United States
Lope_de_Barrientos,spain,Spain
Lord%27s_Resistance_Army,uganda,Uganda
Lord_Voldemort,,None
Lost_%28TV_series%29,united states,United States
Los_Angeles%2C_California,united states,United States.
Lothal,india,India
Lottie_Dod,,England
Louisville%2C_Kentucky,united states,United States.
Louis_Armstrong,,USA
Louis_Freeh,united states,United States.
Louis_Jordan,united states,United States.
Louis_Pasteur,france,France
Louis_XIV_of_France,france,France
Lovage,,None
Love,,None
Lucy%2C_Lady_Duff-Gordon,,England
Ludwig_van_Beethoven,germany,Germany
Ludwig_Wittgenstein,austria,Austria
Luftwaffe,germany,Germany
Luminiferous_aether,,None
Lunar_eclipse,,Earth.
Lung_cancer,united states,United States
Lusaka,zambia,Zambia
Lutetium,france,France
Luxembourg,luxembourg,Luxembourg.
Luxembourg_%28city%29,luxembourg,Luxembourg.
Lyme_disease,united states,United States
Lyndon_B._Johnson,,USA.
Lynton_and_Barnstaple_Railway,,England.
Lyon,france,France
M%2AA%2AS%2AH_%28TV_series%29,united states,United States
M-10001,united states,United States
M-10003-6,united states,United States
M1_motorway,,England
M25_motorway,united kingdom,United Kingdom
M6_motorway,,England.
Macau,china,China
Macbeth,,Scotland
Macbeth_of_Scotland,,Scotland
Macedon,,Macedon.
Machu_Picchu,peru,Peru
Macintosh,united states,United States
Mackenzie_River,canada,Canada
Madagascar,madagascar,Madagascar
Madama_Butterfly,japan,Japan
Madrid,spain,Spain
Magdalena_Abakanowicz,poland,Poland
Magellanic_Penguin,argentina,Argentina
Maghreb,morocco,Morocco
Magic__The_Gathering,,None
Maglev_train,germany,Germany
Magma,,None
Magna_Carta,,England
Magnesium,,None
Magnet,,None
Magnetism,china,China
Magpie,japan,Japan
Mahabharata,india,India
Mahatma_Gandhi,india,India
Mahjong,china,China
Mahmoud_Abbas,,Palestine
Maiasaura,,Montana
Maize,mexico,Mexico
Makuria,sudan,Sudan
Malaria,,Africa
Malaspina_Glacier,united states,United States
Malawi,malawi,Malawi
Malaysia,malaysia,Malaysia
Malcolm_III_of_Scotland,,Scotland
Malcolm_II_of_Scotland,,Scotland
Malcolm_X,united states,United States
Maldives,maldives,Maldives.
Mali,mali,Mali
Mallard,,None
Malta,malta,Malta
Malwa_%28Madhya_Pradesh%29,india,India
Mamenchisaurus,china,China
Mammal,,None
Mammoth,russia,Russia
Mammoth_Cave_National_Park,,Kentucky.
Mancala,ethiopia,Ethiopia
Manchester,,England.
Manchester_United_F.C.,,England.
Mandan,,North Dakota
Manganese,south africa,South Africa
Mango,india,India
Manifest_Destiny,united states,United States.
Manifold,,None
Manila,philippines,Philippines.
Manorialism,,England.
Manuel_I_Komnenos,greece,Greece
Manufacturing,united states,United States.
Mao_Zedong,china,China
Maputo,mozambique,Mozambique
Map_projection,,None
Marcel_Lefebvre,france,France
Marcel_Proust,france,France
Marco_Polo,italy,Italy
Marcus_Allen,united states,United States
Marc_Pugh,,England
Margaret_Sanger,united states,United States.
Margaret_Thatcher,united kingdom,United Kingdom
Margate,,England
Marginated_Tortoise,greece,Greece
Margin_of_error,,None
Marie_Curie,poland,Poland
Mario,japan,Japan
Marjoram,,None
Market,,None
Markup_language,united states,United States
Mark_Antony,egypt,Egypt
Mark_Twain,,USA.
Mark_Twain_House,,USA.
Mark_Webber,australia,Australia
Mars,,None
Marseille,france,France
Marshall_Islands,marshall islands,Marshall Islands.
Marshall_Plan,united states,United States.
Mars_Exploration_Rover,united states,United States
Mars_Reconnaissance_Orbiter,united states,United States
Martello_tower,ireland,Ireland
Martina_Navratilova,united states,United States
Martinique,martinique,Martinique.
Martin_Luther,,USA
Martin_Luther_King%2C_Jr.,,USA
Martin_Van_Buren,,USA.
Marvin_Gaye,,USA
Marxism,germany,Germany
Mary_II_of_England,,England
Mary_I_of_England,,England
Mary_I_of_Scotland,,Scotland
Mary_Kingsley,,England
Mary_Seacole,jamaica,Jamaica
Mary_Somerville,,Scotland
Maseru,lesotho,lesotho
Massospondylus,south africa,South Africa
Mass_media,,None
Mass_Rapid_Transit_%28Singapore%29,singapore,Singapore
Material_properties_of_diamond,south africa,South Africa
Mathematical_analysis,india,India
Mathematics,greece,Greece
Matilda_of_Boulogne,,England
Matrix_%28mathematics%29,,None
Matsuo_Bash%C5%8D,japan,Japan
Matter,,None
Matthew_Brettingham,,England
